Learner g,Learner m,Score,In-sample-norm.,DGP,level,Coverage,CI Length,Bias,Uniform Coverage,Uniform CI Length,Loss g_d0_t0,Loss g_d1_t0,Loss g_d0_t1,Loss g_d1_t1,Loss m,repetition
LGBM Regr.,LGBM Clas.,experimental,False,1,0.9,0.8948333333333334,3.2830873544118973,0.7905246305869522,0.878,5.150445591303714,6.529012705055243,5.971591086257874,10.328170306432364,9.338187819987848,,500
LGBM Regr.,LGBM Clas.,experimental,False,1,0.95,0.943,3.912039872308984,0.7905246305869522,0.918,5.647198685341647,6.529012705055243,5.971591086257874,10.328170306432364,9.338187819987848,,500
LGBM Regr.,LGBM Clas.,experimental,False,4,0.9,0.8888333333333334,2.844466891799001,0.6885591812636256,0.854,4.471361471167187,5.49672067934481,5.5627529789128,8.596569266811002,8.692269838482467,,500
LGBM Regr.,LGBM Clas.,experimental,False,4,0.95,0.9426666666666667,3.389391354825466,0.6885591812636256,0.93,4.894219128111993,5.49672067934481,5.5627529789128,8.596569266811002,8.692269838482467,,500
LGBM Regr.,LGBM Clas.,experimental,False,6,0.9,0.9556666666666667,2.879356008655542,0.563136502516892,0.976,4.5265237334540265,5.568585668370725,5.5708138758932755,8.717635002907942,8.745078576056867,,500
LGBM Regr.,LGBM Clas.,experimental,False,6,0.95,0.982,3.4309643017252864,0.563136502516892,0.99,4.956034625046507,5.568585668370725,5.5708138758932755,8.717635002907942,8.745078576056867,,500
LGBM Regr.,LGBM Clas.,experimental,True,1,0.9,0.8898333333333334,3.2855480715558047,0.7925255864973799,0.864,5.148118901661281,6.529908690098191,5.973881547103242,10.330575563495493,9.339187189951378,,500
LGBM Regr.,LGBM Clas.,experimental,True,1,0.95,0.9466666666666667,3.9149719976356234,0.7925255864973799,0.93,5.644728532586285,6.529908690098191,5.973881547103242,10.330575563495493,9.339187189951378,,500
LGBM Regr.,LGBM Clas.,experimental,True,4,0.9,0.8911666666666667,2.8465845975978494,0.6902411381722026,0.862,4.480023796591902,5.496857322731734,5.563946426541767,8.598689315021057,8.692831647041208,,500
LGBM Regr.,LGBM Clas.,experimental,True,4,0.95,0.9458333333333334,3.3919147569249515,0.6902411381722026,0.914,4.9050776614464,5.496857322731734,5.563946426541767,8.598689315021057,8.692831647041208,,500
LGBM Regr.,LGBM Clas.,experimental,True,6,0.9,0.9566666666666667,2.879829540706673,0.5621215752155799,0.982,4.526560646254027,5.5658080803951355,5.566873062122812,8.7223284024544,8.73466619111826,,500
LGBM Regr.,LGBM Clas.,experimental,True,6,0.95,0.9853333333333334,3.4315285499663064,0.5621215752155799,0.992,4.9551572605720136,5.5658080803951355,5.566873062122812,8.7223284024544,8.73466619111826,,500
LGBM Regr.,LGBM Clas.,observational,False,1,0.9,0.9345,13.566107370796667,3.156203158080535,0.98,21.466049810522417,6.539994802184515,5.973269082413658,10.326203789622623,9.333269582636964,0.6228342742079863,500
LGBM Regr.,LGBM Clas.,observational,False,1,0.95,0.9758333333333333,16.16501396932463,3.156203158080535,0.99,23.441953996389923,6.539994802184515,5.973269082413658,10.326203789622623,9.333269582636964,0.6228342742079863,500
LGBM Regr.,LGBM Clas.,observational,False,4,0.9,0.9383333333333334,17.049514287226252,3.8977889491567326,0.982,26.942749312309623,5.49820919055802,5.56231515347221,8.592032677818445,8.691991611947572,0.6201741214154282,500
LGBM Regr.,LGBM Clas.,observational,False,4,0.95,0.979,20.31574932220423,3.8977889491567326,0.99,29.463057587759266,5.49820919055802,5.56231515347221,8.592032677818445,8.691991611947572,0.6201741214154282,500
LGBM Regr.,LGBM Clas.,observational,False,6,0.9,0.9343333333333333,12.912451946599292,2.9790962411068262,0.974,20.46111266779684,5.570412424931189,5.571249339496609,8.721906076545734,8.739139903977934,0.6422004668547441,500
LGBM Regr.,LGBM Clas.,observational,False,6,0.95,0.9755,15.386135491182756,2.9790962411068262,0.992,22.329332333996213,5.570412424931189,5.571249339496609,8.721906076545734,8.739139903977934,0.6422004668547441,500
LGBM Regr.,LGBM Clas.,observational,True,1,0.9,0.9233333333333333,6.524364326070442,1.5309731831894777,0.968,10.334575922006346,6.533363534487095,5.971300642723277,10.333879162599889,9.338928235430592,0.6228870985183892,500
LGBM Regr.,LGBM Clas.,observational,True,1,0.95,0.969,7.774259600725721,1.5309731831894777,0.988,11.284482812781963,6.533363534487095,5.971300642723277,10.333879162599889,9.338928235430592,0.6228870985183892,500
LGBM Regr.,LGBM Clas.,observational,True,4,0.9,0.9271666666666666,8.120563583606312,1.87935095952718,0.956,12.850646100351266,5.497024467973652,5.561705991839951,8.598908854808856,8.697130181650616,0.6200653371867182,500
LGBM Regr.,LGBM Clas.,observational,True,4,0.95,0.9663333333333334,9.676248328268699,1.87935095952718,0.984,14.03278855249602,5.497024467973652,5.561705991839951,8.598908854808856,8.697130181650616,0.6200653371867182,500
LGBM Regr.,LGBM Clas.,observational,True,6,0.9,0.9213333333333333,6.6094363292091955,1.5603343477125857,0.958,10.478363068742587,5.567728058114271,5.565810352790264,8.723859471474745,8.748303462480818,0.6422195316953053,500
LGBM Regr.,LGBM Clas.,observational,True,6,0.95,0.9686666666666667,7.875629144807079,1.5603343477125857,0.978,11.424720967753759,5.567728058114271,5.565810352790264,8.723859471474745,8.748303462480818,0.6422195316953053,500
Linear,Logistic,experimental,False,1,0.9,0.9343333333333333,0.5930083456838477,0.12864878211567826,0.97,0.9243472043854039,1.4295992306361773,1.4330546917841038,1.429518759916539,1.4330406192994734,,500
Linear,Logistic,experimental,False,1,0.95,0.9741666666666666,0.7066130268540366,0.12864878211567826,0.984,1.015277007289849,1.4295992306361773,1.4330546917841038,1.429518759916539,1.4330406192994734,,500
Linear,Logistic,experimental,False,4,0.9,0.8713333333333334,4.042996953041611,1.035254687931219,0.774,6.331752330812926,7.321203694870776,7.346131491554703,11.64725757683623,11.681722152595224,,500
Linear,Logistic,experimental,False,4,0.95,0.9228333333333334,4.817528008405892,1.035254687931219,0.872,6.944382961584366,7.321203694870776,7.346131491554703,11.64725757683623,11.681722152595224,,500
Linear,Logistic,experimental,False,6,0.9,0.9695,4.172592762180764,0.7634896264348398,0.988,6.524477317492066,7.550175427553588,7.556429625112174,12.025860286964557,12.040054324254646,,500
Linear,Logistic,experimental,False,6,0.95,0.9888333333333333,4.9719509396005845,0.7634896264348398,0.996,7.151762120893509,7.550175427553588,7.556429625112174,12.025860286964557,12.040054324254646,,500
Linear,Logistic,experimental,True,1,0.9,0.9361666666666666,0.5931872736638272,0.1285002344801602,0.97,0.9251438785538513,1.4297918493317698,1.4330925114028943,1.4293702283423204,1.4329931580822406,,500
Linear,Logistic,experimental,True,1,0.95,0.9748333333333333,0.7068262326924407,0.1285002344801602,0.984,1.0160327067441004,1.4297918493317698,1.4330925114028943,1.4293702283423204,1.4329931580822406,,500
Linear,Logistic,experimental,True,4,0.9,0.871,4.0435720671226765,1.0371934135593674,0.774,6.334225922315667,7.323311676355966,7.344360645532968,11.642096575677263,11.677492827934593,,500
Linear,Logistic,experimental,True,4,0.95,0.9231666666666666,4.818213299101321,1.0371934135593674,0.874,6.948027719766065,7.323311676355966,7.344360645532968,11.642096575677263,11.677492827934593,,500
Linear,Logistic,experimental,True,6,0.9,0.971,4.174251882625067,0.7630296556829933,0.992,6.5319943608697075,7.548119183671262,7.553679375292848,12.029982381647429,12.03807004700978,,500
Linear,Logistic,experimental,True,6,0.95,0.988,4.973927903546533,0.7630296556829933,0.996,7.167445771503166,7.548119183671262,7.553679375292848,12.029982381647429,12.03807004700978,,500
Linear,Logistic,observational,False,1,0.9,0.9453333333333334,0.6266838299116687,0.13075595687490973,0.964,0.9764916746623766,1.429784694426536,1.4329505976144656,1.4291241852600243,1.4329541248714088,0.6726411653413342,500
Linear,Logistic,observational,False,1,0.95,0.9768333333333333,0.7467398412811679,0.13075595687490973,0.99,1.0724684603926742,1.429784694426536,1.4329505976144656,1.4291241852600243,1.4329541248714088,0.6726411653413342,500
Linear,Logistic,observational,False,4,0.9,0.9146666666666666,4.72220550626216,1.0733407456458857,0.908,7.358742552326081,7.320918262983893,7.344987719740365,11.64578061747396,11.683490956761295,0.6727156283420664,500
Linear,Logistic,observational,False,4,0.95,0.956,5.626854917798485,1.0733407456458857,0.956,8.077846895033455,7.320918262983893,7.344987719740365,11.64578061747396,11.683490956761295,0.6727156283420664,500
Linear,Logistic,observational,False,6,0.9,0.9663333333333334,4.4204071967449075,0.83081067954948,0.992,6.907472623878251,7.551175726994974,7.5537324174863825,12.022003691902198,12.043921588667528,0.6939549766503083,500
Linear,Logistic,observational,False,6,0.95,0.9891666666666666,5.2672400514318145,0.83081067954948,0.998,7.5770000862337765,7.551175726994974,7.5537324174863825,12.022003691902198,12.043921588667528,0.6939549766503083,500
Linear,Logistic,observational,True,1,0.9,0.9453333333333334,0.6237042612804836,0.13012199108160083,0.978,0.9709486800687264,1.429604920909707,1.4329244697458479,1.4294178559782575,1.4329066396637211,0.6726299128735583,500
Linear,Logistic,observational,True,1,0.95,0.9765,0.7431894662746018,0.13012199108160083,0.986,1.0662190247379428,1.429604920909707,1.4329244697458479,1.4294178559782575,1.4329066396637211,0.6726299128735583,500
Linear,Logistic,observational,True,4,0.9,0.9145,4.704161731924539,1.0635596526821411,0.898,7.333082137368709,7.323380222410015,7.344796263558695,11.642358468389633,11.684277895003406,0.6726867966907344,500
Linear,Logistic,observational,True,4,0.95,0.9581666666666666,5.605354434553389,1.0635596526821411,0.958,8.048312145049582,7.323380222410015,7.344796263558695,11.642358468389633,11.684277895003406,0.6726867966907344,500
Linear,Logistic,observational,True,6,0.9,0.9671666666666666,4.397302717436081,0.8290139350413114,0.994,6.877204061757652,7.545350590491914,7.557135124700455,12.030935164798441,12.038482179518887,0.6939598068809577,500
Linear,Logistic,observational,True,6,0.95,0.9881666666666666,5.2397093662785235,0.8290139350413114,1.0,7.537511716366531,7.545350590491914,7.557135124700455,12.030935164798441,12.038482179518887,0.6939598068809577,500
