Learner g,Learner m,Score,In-sample-norm.,DGP,level,Coverage,CI Length,Bias,Uniform Coverage,Uniform CI Length,Loss g_d0_t0,Loss g_d1_t0,Loss g_d0_t1,Loss g_d1_t1,Loss m,repetition
LGBM Regr.,LGBM Clas.,experimental,False,1,0.9,0.8633333333333334,2.331782221947759,0.6428493791896893,0.816,3.3449177840046618,6.617282691976663,5.988405546643561,10.433768136791137,9.401627631428449,,500
LGBM Regr.,LGBM Clas.,experimental,False,1,0.95,0.9263333333333333,2.7784898910906093,0.6428493791896893,0.888,3.709400187358764,6.617282691976663,5.988405546643561,10.433768136791137,9.401627631428449,,500
LGBM Regr.,LGBM Clas.,experimental,False,4,0.9,0.865,2.0184989815514154,0.5778409898014801,0.832,2.8987939478815345,5.478783669135401,5.5473424625830665,8.578982469210048,8.69589502771623,,500
LGBM Regr.,LGBM Clas.,experimental,False,4,0.95,0.9266666666666666,2.405189885499928,0.5778409898014801,0.9,3.2182242194265553,5.478783669135401,5.5473424625830665,8.578982469210048,8.69589502771623,,500
LGBM Regr.,LGBM Clas.,experimental,False,6,0.9,0.9496666666666667,2.040434766200809,0.41752388975268534,0.98,2.9321553106182163,5.558095521410893,5.564711313324499,8.69537790943,8.729681431584753,,500
LGBM Regr.,LGBM Clas.,experimental,False,6,0.95,0.9816666666666666,2.43132798507364,0.41752388975268534,0.992,3.2481639492337044,5.558095521410893,5.564711313324499,8.69537790943,8.729681431584753,,500
LGBM Regr.,LGBM Clas.,experimental,True,1,0.9,0.868,2.331619761190149,0.6379640130064316,0.836,3.3489383098741534,6.6136666751556525,5.987226860773448,10.428640368494829,9.40200596142953,,500
LGBM Regr.,LGBM Clas.,experimental,True,1,0.95,0.928,2.778296307157912,0.6379640130064316,0.9,3.70986048312144,6.6136666751556525,5.987226860773448,10.428640368494829,9.40200596142953,,500
LGBM Regr.,LGBM Clas.,experimental,True,4,0.9,0.8666666666666666,2.018992541248689,0.5776565141463084,0.842,2.900504357166484,5.483600251103322,5.545699398474001,8.587704431322381,8.68529322791349,,500
LGBM Regr.,LGBM Clas.,experimental,True,4,0.95,0.9266666666666666,2.405777998153252,0.5776565141463084,0.916,3.216631363261785,5.483600251103322,5.545699398474001,8.587704431322381,8.68529322791349,,500
LGBM Regr.,LGBM Clas.,experimental,True,6,0.9,0.9466666666666667,2.042448412740037,0.42343339447813266,0.978,2.9358356291344467,5.556215492953239,5.566798575190458,8.697387677372742,8.732028582264512,,500
LGBM Regr.,LGBM Clas.,experimental,True,6,0.95,0.98,2.4337273929174827,0.42343339447813266,0.992,3.252159393702273,5.556215492953239,5.566798575190458,8.697387677372742,8.732028582264512,,500
LGBM Regr.,LGBM Clas.,observational,False,1,0.9,0.934,10.546791893761622,2.372671609357099,0.956,15.180624206848918,6.61431322341285,5.989098338531844,10.441531473425052,9.401922782821982,0.6223517773930638,500
LGBM Regr.,LGBM Clas.,observational,False,1,0.95,0.975,12.567277674745725,2.372671609357099,0.984,16.805634337263136,6.61431322341285,5.989098338531844,10.441531473425052,9.401922782821982,0.6223517773930638,500
LGBM Regr.,LGBM Clas.,observational,False,4,0.9,0.9353333333333333,13.01135156591981,2.981458431880436,0.966,18.724160992154967,5.483529511409194,5.544572471266972,8.573728123423898,8.686222700734833,0.620652439220559,500
LGBM Regr.,LGBM Clas.,observational,False,4,0.95,0.9766666666666667,15.503981656201216,2.981458431880436,0.992,20.76112103879887,5.483529511409194,5.544572471266972,8.573728123423898,8.686222700734833,0.620652439220559,500
LGBM Regr.,LGBM Clas.,observational,False,6,0.9,0.9253333333333333,9.697584187217156,2.2767108366859357,0.97,13.970404813712975,5.556447030625612,5.566332217435632,8.697349572684388,8.724714850333458,0.6425912403978503,500
LGBM Regr.,LGBM Clas.,observational,False,6,0.95,0.973,11.55538428013055,2.2767108366859357,0.982,15.472020420440042,5.556447030625612,5.566332217435632,8.697349572684388,8.724714850333458,0.6425912403978503,500
LGBM Regr.,LGBM Clas.,observational,True,1,0.9,0.9243333333333333,5.020206659626419,1.1361556805256878,0.95,7.237567448813011,6.610953777859591,5.987558649973095,10.431331456540903,9.398209506600173,0.6227191384163594,500
LGBM Regr.,LGBM Clas.,observational,True,1,0.95,0.9696666666666667,5.981945193538004,1.1361556805256878,0.984,8.01167471719325,6.610953777859591,5.987558649973095,10.431331456540903,9.398209506600173,0.6227191384163594,500
LGBM Regr.,LGBM Clas.,observational,True,4,0.9,0.9316666666666666,5.939030264217093,1.3275115377642797,0.94,8.561267207458341,5.481503486929605,5.549881921443366,8.586152274155427,8.691875547038066,0.6204308565768274,500
LGBM Regr.,LGBM Clas.,observational,True,4,0.95,0.9676666666666667,7.076791047074931,1.3275115377642797,0.972,9.479838581290386,5.481503486929605,5.549881921443366,8.586152274155427,8.691875547038066,0.6204308565768274,500
LGBM Regr.,LGBM Clas.,observational,True,6,0.9,0.9256666666666666,4.939700333559818,1.16661729858837,0.96,7.122245445633669,5.5560627139726915,5.569138600194468,8.697199773476768,8.730173653898916,0.6422062286736312,500
LGBM Regr.,LGBM Clas.,observational,True,6,0.95,0.9686666666666667,5.886015989241195,1.16661729858837,0.98,7.880299964975417,5.5560627139726915,5.569138600194468,8.697199773476768,8.730173653898916,0.6422062286736312,500
Linear,Logistic,experimental,False,1,0.9,0.923,0.4224847124070884,0.09512377899072404,0.946,0.6033707182652828,1.4326492523105687,1.4311291054269213,1.4325223901031552,1.4317781279701975,,500
Linear,Logistic,experimental,False,1,0.95,0.9666666666666667,0.5034215852211424,0.09512377899072404,0.98,0.6701502944572801,1.4326492523105687,1.4311291054269213,1.4325223901031552,1.4317781279701975,,500
Linear,Logistic,experimental,False,4,0.9,0.8133333333333334,2.849498879171029,0.9373289830973285,0.758,4.085028644477756,7.312512104360314,7.364921614399227,11.66805513936815,11.709611562434787,,500
Linear,Logistic,experimental,False,4,0.95,0.8893333333333334,3.3953873376036503,0.9373289830973285,0.852,4.534230986916259,7.312512104360314,7.364921614399227,11.66805513936815,11.709611562434787,,500
Linear,Logistic,experimental,False,6,0.9,0.9616666666666667,2.9428458080326423,0.5787134172080873,0.98,4.213312127299615,7.557717971919393,7.578566933659404,12.021131413918786,12.099925992696773,,500
Linear,Logistic,experimental,False,6,0.95,0.9863333333333334,3.506617063846995,0.5787134172080873,0.994,4.681147562297293,7.557717971919393,7.578566933659404,12.021131413918786,12.099925992696773,,500
Linear,Logistic,experimental,True,1,0.9,0.9233333333333333,0.42259583168992254,0.0949710638566149,0.942,0.6033037092364887,1.4329230075255606,1.4311831659455172,1.4323891463629586,1.4316481461552522,,500
